,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,T1 - COM15,T2 - COM15,T3 - COM18,T4 - COM18,T5 - COM16,T6 - COM16,T7 - COM14,T8 - COM14
2276,,0.2,5.964,0.2,5.968,0.4,5.972,0.2,5.976,0.4,5.968,0.4,5.972,0.1,5.972,0.3,5.968,,0.3,5.96,-0.1,5.972,0.1,5.972,0.1,5.972,-0.1,5.96,0.3,5.972,0.1,5.96,0.3,5.968,,-62.3223,-62.1578,-62.7499,-64.0323,-70.0739,-68.3023,-67.4817,-66.1353
2277,,0.1,5.964,0.4,5.972,0.3,5.976,0.1,5.98,0.3,5.976,0.1,5.976,0.2,5.976,0.0,5.972,,0.2,5.964,0.0,5.968,0.1,5.968,0.2,5.968,0.1,5.96,0.0,5.976,0.0,5.964,0.3,5.968,,-62.4539,-62.2236,-62.8485,-64.0652,-70.2052,-68.368,-67.5474,-66.2339
2278,,0.1,5.964,0.2,5.972,0.4,5.972,0.1,5.976,0.1,5.976,0.0,5.972,0.0,5.976,0.4,5.972,,0.0,5.964,0.2,5.968,-0.2,5.972,0.3,5.968,0.1,5.964,0.1,5.976,0.2,5.96,0.5,5.964,,-62.5526,-62.2894,-62.9144,-64.1309,-70.3036,-68.4335,-67.6459,-66.2994
2279,,0.3,5.964,0.2,5.972,0.3,5.972,0.2,5.976,0.0,5.976,0.2,5.976,-0.1,5.972,0.3,5.976,,0.1,5.964,0.1,5.972,0.3,5.972,0.1,5.968,-0.1,5.96,0.0,5.972,0.2,5.964,0.1,5.964,,-62.5526,-62.3551,-62.9801,-64.1967,-70.4019,-68.5321,-67.7115,-66.3652
2292,,0.3,5.964,0.3,5.972,0.5,5.968,0.4,5.976,0.1,5.972,0.2,5.972,0.0,5.972,0.3,5.972,,,,,,,,,,,,,,,,,,,-63.4076,-63.4076,-63.8679,-65.0183,-71.5822,-69.4836,-68.6961,-67.2847
2293,,0.1,5.964,0.3,5.972,0.2,5.972,0.0,5.976,0.5,5.972,0.0,5.972,0.1,5.972,0.0,5.972,,,,,,,,,,,,,,,,,,,-63.4734,-63.4076,-63.9337,-65.084,-71.6478,-69.5492,-68.7946,-67.3176
2294,,0.1,5.964,0.1,5.972,0.3,5.976,0.2,5.976,0.0,5.976,0.2,5.972,0.1,5.976,0.3,5.972,,0.0,5.968,0.3,5.968,0.1,5.972,0.1,5.968,0.0,5.964,0.1,5.972,0.0,5.96,-0.1,5.964,,-63.5391,-63.4405,-63.9666,-65.1169,-71.7461,-69.6148,-68.8274,-67.4161
2295,,0.3,5.964,0.1,5.976,0.2,5.972,0.0,5.976,0.3,5.972,0.2,5.972,-0.1,5.972,0.0,5.972,,0.2,5.964,0.0,5.968,0.2,5.968,-0.1,5.968,0.0,5.96,-0.1,5.972,0.3,5.96,0.2,5.964,,-63.7035,-63.6378,-64.098,-65.1826,-71.8116,-69.7132,-68.9258,-67.4817
2296,,-0.3,5.968,0.2,5.972,0.3,5.972,0.0,5.976,0.4,5.976,0.1,5.972,0.1,5.976,0.4,5.972,,0.2,5.96,-0.1,5.968,-0.1,5.972,0.2,5.972,-0.2,5.964,0.2,5.972,0.0,5.96,0.1,5.964,,-63.6378,-63.6378,-64.1309,-65.2812,-71.8771,-69.7132,-68.9587,-67.5474
2297,,0.1,5.964,0.1,5.972,0.3,5.972,0.2,5.976,0.0,5.972,0.3,5.968,0.0,5.972,0.3,5.972,,0.3,5.964,0.1,5.972,0.0,5.972,-0.1,5.968,0.3,5.96,-0.1,5.972,-0.1,5.96,-0.2,5.968,,-63.7693,-63.6378,-64.1967,-65.3139,-71.9755,-69.8116,-69.0571,-67.613
2298,,0.2,5.968,0.3,5.976,0.2,5.976,0.0,5.976,0.0,5.972,0.1,5.972,0.0,5.972,0.3,5.972,,,,,,,,,,,,,,,,,,,-63.7693,-63.7035,-64.2624,-65.3797,-72.0083,-69.9099,-69.1227,-67.6459
2299,,0.1,5.964,0.4,5.972,0.3,5.972,0.0,5.972,0.2,5.972,0.4,5.972,-0.3,5.972,0.1,5.972,,,,,,,,,,,,,,,,,,,-63.835,-63.835,-64.328,-65.4126,-72.1065,-69.9429,-69.1883,-67.7444
2324,,0.4,5.96,0.1,5.972,-0.1,5.972,0.3,5.976,0.4,5.972,0.0,5.972,0.0,5.972,0.2,5.972,,,,,,,,,,,,,,,,,,,-65.544,-65.4782,-66.0368,-67.0877,-73.8427,-71.615,-70.8937,-69.4179
2325,,0.2,5.964,0.3,5.968,0.3,5.972,0.1,5.972,0.1,5.972,0.0,5.972,0.1,5.972,0.1,5.972,,0.2,5.964,0.1,5.968,0.1,5.972,-0.1,5.968,0.0,5.956,0.2,5.972,-0.1,5.96,0.2,5.964,,-65.6425,-65.7083,-66.1353,-67.1863,-73.941,-71.7132,-70.9922,-69.5164
2326,,0.3,5.964,0.2,5.972,0.1,5.976,0.1,5.976,-0.1,5.972,0.2,5.972,0.1,5.972,0.4,5.972,,0.0,5.96,0.1,5.968,-0.1,5.968,-0.1,5.964,-0.2,5.96,0.0,5.972,-0.1,5.96,0.2,5.968,,-65.6754,-65.6098,-66.201,-67.2847,-74.0064,-71.7789,-71.0576,-69.5819
2327,,0.4,5.964,0.1,5.968,0.1,5.972,0.1,5.976,0.1,5.976,0.2,5.976,0.0,5.972,0.4,5.972,,0.2,5.96,0.1,5.968,0.0,5.972,0.0,5.968,-0.1,5.96,0.0,5.972,0.2,5.964,0.0,5.964,,-65.774,-65.6754,-66.2339,-67.2847,-74.072,-71.8444,-71.0905,-69.6476
2328,,0.2,5.964,0.2,5.972,0.1,5.972,-0.1,5.976,0.0,5.972,0.3,5.972,-0.2,5.972,0.3,5.972,,0.1,5.96,-0.1,5.972,0.0,5.972,0.0,5.968,0.0,5.96,0.0,5.976,-0.2,5.96,0.1,5.968,,-65.7411,-65.774,-66.2994,-67.3504,-74.1375,-71.8771,-71.1233,-69.6804
2329,,-0.1,5.964,0.2,5.972,0.1,5.972,-0.1,5.972,0.2,5.972,0.0,5.972,0.1,5.972,0.0,5.972,,0.0,5.96,0.0,5.968,-0.3,5.968,0.0,5.972,-0.1,5.96,0.2,5.972,-0.2,5.96,0.3,5.964,,-65.8068,-65.8068,-66.3324,-67.4161,-74.1702,-71.9427,-71.1888,-69.7459
2330,,0.1,5.968,0.2,5.968,0.2,5.972,-0.3,5.976,0.1,5.972,0.2,5.972,0.2,5.968,0.3,5.972,,0.4,5.964,0.1,5.972,0.0,5.968,0.2,5.968,-0.1,5.96,0.3,5.976,0.0,5.956,0.0,5.964,,-65.9054,-65.9383,-66.3981,-67.4488,-74.203,-71.9755,-71.2544,-69.7788
2331,,0.2,5.964,0.3,5.972,0.4,5.972,0.1,5.976,0.1,5.972,0.1,5.972,-0.1,5.976,0.1,5.972,,0.2,5.96,0.3,5.972,0.0,5.972,0.2,5.968,0.3,5.956,0.3,5.972,-0.2,5.96,0.1,5.964,,-65.9054,-65.9383,-66.4309,-67.5146,-74.2685,-72.041,-71.2872,-69.8116
2332,,-0.4,5.964,0.1,5.968,0.1,5.972,0.2,5.976,-0.1,5.976,-0.1,5.972,-0.1,5.976,0.1,5.972,,0.2,5.968,0.2,5.972,-0.1,5.968,0.1,5.968,-0.1,5.96,0.0,5.972,0.3,5.96,0.1,5.968,,-66.0039,-66.0039,-66.4967,-67.5474,-74.3012,-72.1065,-71.32,-69.8772
2333,,0.2,5.964,0.0,5.972,0.1,5.972,0.2,5.976,-0.1,5.976,0.1,5.972,0.1,5.972,0.1,5.976,,-0.1,5.964,0.0,5.972,-0.1,5.968,0.3,5.968,0.1,5.96,0.2,5.972,0.1,5.964,-0.1,5.968,,-66.1353,-65.971,-66.5295,-67.613,-74.3339,-72.1065,-71.3854,-69.9099
2334,,0.0,5.968,0.1,5.972,0.2,5.972,0.0,5.976,0.1,5.972,0.1,5.972,0.0,5.968,0.3,5.976,,0.3,5.964,0.1,5.968,0.2,5.972,-0.1,5.972,-0.1,5.956,0.0,5.972,0.1,5.964,0.2,5.968,,-66.1353,-66.1025,-66.5952,-67.6787,-74.3994,-72.1721,-71.4511,-70.0084
2335,,0.0,5.968,-0.2,5.972,0.1,5.976,-0.1,5.98,0.5,5.972,-0.1,5.976,0.0,5.972,0.1,5.972,,0.1,5.96,-0.1,5.968,0.0,5.972,0.2,5.968,-0.1,5.964,0.0,5.976,0.2,5.96,0.3,5.968,,-66.1025,-66.1025,-66.6609,-67.7115,-74.4322,-72.2048,-71.4839,-70.0084
2336,,0.1,5.968,0.2,5.968,0.2,5.976,0.1,5.976,-0.2,5.972,0.0,5.976,-0.1,5.972,0.1,5.972,,0.1,5.96,0.1,5.972,-0.3,5.968,0.2,5.968,0.0,5.96,0.1,5.976,0.0,5.96,0.1,5.964,,-66.1353,-66.1025,-66.6937,-67.7444,-74.4976,-72.2704,-71.5494,-70.0739
2337,,-0.1,5.964,0.0,5.972,0.1,5.972,0.1,5.976,0.2,5.972,0.2,5.972,0.0,5.972,0.1,5.972,,0.1,5.964,0.0,5.972,0.1,5.972,0.1,5.968,-0.1,5.96,0.3,5.972,0.0,5.96,-0.1,5.968,,-66.2994,-66.2668,-66.7593,-67.8428,-74.5304,-72.336,-71.615,-70.1068
2338,,0.1,5.968,0.1,5.972,0.3,5.972,-0.1,5.976,0.0,5.976,0.0,5.972,0.0,5.972,0.0,5.972,,0.3,5.964,0.3,5.972,0.0,5.968,0.2,5.968,0.0,5.96,0.1,5.976,0.0,5.96,0.0,5.968,,-66.2339,-66.3652,-66.7921,-67.8428,-74.5632,-72.3687,-71.6478,-70.2052
2339,,0.0,5.972,0.1,5.972,0.3,5.972,-0.3,5.976,0.1,5.972,0.2,5.972,0.2,5.972,0.1,5.972,,0.0,5.964,0.2,5.972,0.1,5.972,0.1,5.968,-0.2,5.96,0.1,5.976,0.1,5.964,0.0,5.964,,-66.3981,-66.2668,-66.825,-67.9413,-74.6613,-72.4015,-71.6805,-70.2379
2340,,-0.1,5.968,0.2,5.972,0.2,5.972,0.0,5.976,0.1,5.972,0.0,5.972,0.0,5.976,0.1,5.972,,0.2,5.964,0.2,5.968,0.0,5.972,-0.1,5.968,-0.1,5.96,0.2,5.98,0.1,5.964,0.1,5.968,,-66.3652,-66.3652,-66.8907,-67.9742,-74.6613,-72.467,-71.7461,-70.2708
2341,,0.1,5.968,0.3,5.972,0.4,5.972,0.2,5.976,0.2,5.976,0.4,5.972,-0.2,5.976,0.3,5.976,,0.1,5.96,0.1,5.968,0.2,5.968,-0.1,5.968,-0.1,5.96,0.0,5.976,-0.1,5.96,0.1,5.968,,-66.4309,-66.4309,-66.9564,-68.0398,-74.6941,-72.4998,-71.7789,-70.3364
2342,,0.2,5.968,0.1,5.972,0.1,5.972,-0.1,5.976,0.1,5.976,0.1,5.976,0.0,5.976,0.4,5.972,,0.1,5.964,0.2,5.972,-0.1,5.972,0.1,5.968,-0.2,5.96,0.0,5.976,-0.2,5.96,0.2,5.968,,-66.4967,-66.5295,-66.9892,-68.0726,-74.7596,-72.5653,-71.8444,-70.3691
2343,,0.1,5.964,0.1,5.972,0.3,5.972,0.0,5.98,0.1,5.972,0.1,5.972,0.0,5.972,0.4,5.972,,0.4,5.964,-0.1,5.972,0.0,5.972,0.0,5.972,0.0,5.96,0.2,5.976,0.0,5.964,0.1,5.968,,-66.5295,-66.5295,-67.0221,-68.1382,-74.7923,-72.5981,-71.8771,-70.4019
2344,,0.0,5.964,0.2,5.972,0.2,5.972,-0.2,5.98,0.2,5.972,-0.1,5.976,-0.1,5.972,0.3,5.972,,0.3,5.964,-0.1,5.972,-0.1,5.968,-0.1,5.972,-0.3,5.96,0.1,5.972,0.2,5.96,0.4,5.968,,-66.5295,-66.5952,-67.0877,-68.1711,-74.8578,-72.5981,-71.91,-70.4675
2345,,0.0,5.964,0.3,5.968,0.0,5.976,0.1,5.98,0.3,5.976,0.1,5.976,-0.1,5.972,0.3,5.972,,0.2,5.96,0.0,5.972,-0.1,5.972,0.1,5.972,-0.2,5.96,0.0,5.976,0.1,5.964,0.0,5.972,,-66.6609,-66.5623,-67.1205,-68.2039,-74.8578,-72.6636,-71.9755,-70.5003
2346,,0.1,5.964,-0.1,5.972,0.2,5.972,-0.3,5.98,-0.1,5.972,0.1,5.972,-0.2,5.972,0.3,5.972,,0.3,5.964,-0.1,5.968,0.1,5.972,-0.1,5.968,-0.1,5.964,0.2,5.976,0.1,5.96,0.2,5.968,,-66.7265,-66.6609,-67.1534,-68.3023,-74.9233,-72.6963,-72.041,-70.5659
2357,,0.0,5.964,0.3,5.972,0.2,5.972,-0.4,5.976,0.2,5.972,0.0,5.976,0.0,5.976,0.0,5.972,,0.0,5.964,0.1,5.968,-0.1,5.972,-0.2,5.968,-0.2,5.96,0.2,5.976,-0.3,5.964,-0.1,5.968,,-67.2191,-67.1863,-67.7771,-68.9258,-75.4469,-73.2861,-72.5981,-71.1561
2358,,0.2,5.968,-0.1,5.972,0.1,5.972,-0.1,5.98,-0.1,5.976,0.1,5.972,-0.1,5.972,0.0,5.972,,0.3,5.96,0.1,5.968,-0.2,5.972,0.1,5.968,-0.1,5.96,0.0,5.972,0.1,5.964,-0.2,5.968,,-67.3176,-67.2847,-67.8428,-68.9587,-75.4796,-73.3514,-72.6636,-71.1888
2359,,0.1,5.964,0.3,5.972,0.0,5.976,-0.2,5.976,0.1,5.976,0.3,5.976,0.0,5.976,0.3,5.972,,0.1,5.964,-0.2,5.968,0.1,5.968,-0.1,5.972,0.0,5.96,0.2,5.976,-0.2,5.964,0.2,5.968,,-67.4161,-67.3176,-67.8757,-69.0242,-75.5124,-73.3843,-72.6963,-71.2216
2360,,-0.1,5.964,0.2,5.972,0.2,5.972,0.2,5.976,0.1,5.976,0.1,5.972,-0.1,5.972,0.0,5.976,,0.0,5.964,0.0,5.968,-0.1,5.972,0.1,5.972,-0.1,5.964,0.1,5.976,0.1,5.964,0.1,5.968,,-67.3832,-67.4161,-67.9413,-69.0571,-75.5451,-73.4171,-72.7291,-71.2544
2361,,0.0,5.964,0.0,5.968,0.1,5.976,0.3,5.976,-0.1,5.972,0.4,5.976,-0.3,5.976,0.0,5.972,,0.0,5.964,0.1,5.968,0.1,5.972,-0.1,5.968,0.1,5.964,0.0,5.976,0.2,5.964,0.0,5.968,,-67.4161,-67.3832,-67.9742,-69.1227,-75.6106,-73.4498,-72.7619,-71.32
2362,,0.0,5.964,0.1,5.972,0.2,5.972,-0.1,5.98,0.3,5.976,0.1,5.972,0.0,5.972,0.1,5.972,,-0.2,5.964,0.2,5.972,0.2,5.972,0.0,5.968,0.1,5.964,0.1,5.976,0.3,5.964,0.2,5.968,,-67.5146,-67.4161,-68.0069,-69.1555,-75.6432,-73.5153,-72.8274,-71.3527
2363,,0.1,5.964,-0.2,5.972,0.0,5.972,0.0,5.98,0.2,5.976,0.1,5.976,0.0,5.972,0.1,5.972,,0.0,5.964,0.1,5.972,-0.2,5.972,0.2,5.972,-0.2,5.964,-0.1,5.976,-0.1,5.964,0.2,5.968,,-67.5802,-67.4817,-68.0726,-69.1883,-75.6761,-73.5481,-72.8601,-71.4183
2364,,0.1,5.968,0.0,5.968,0.2,5.976,-0.1,5.98,0.3,5.976,0.6,5.972,-0.2,5.972,0.0,5.972,,0.0,5.964,0.0,5.972,0.2,5.968,0.1,5.968,0.1,5.964,0.0,5.976,0.2,5.964,0.1,5.968,,-67.613,-67.4817,-68.1053,-69.2539,-75.7414,-73.6136,-72.893,-71.4511
2365,,0.0,5.968,0.0,5.976,0.2,5.976,-0.1,5.976,-0.1,5.976,0.2,5.976,0.0,5.976,0.1,5.972,,-0.1,5.964,0.2,5.972,0.2,5.972,0.0,5.972,0.1,5.96,0.2,5.976,0.2,5.964,0.0,5.968,,-67.6787,-67.5474,-68.1382,-69.2868,-75.7742,-73.6136,-72.9257,-71.4839
2366,,0.1,5.968,0.1,5.976,0.0,5.976,0.0,5.976,0.2,5.98,0.1,5.976,0.1,5.972,0.1,5.972,,0.1,5.964,0.1,5.968,-0.2,5.976,0.1,5.968,-0.3,5.964,-0.2,5.976,0.1,5.96,0.1,5.968,,-67.7444,-67.5802,-68.2039,-69.3523,-75.8068,-73.6463,-72.9912,-71.5167
2380,,0.1,5.964,0.0,5.976,0.0,5.972,0.0,5.976,0.1,5.976,-0.2,5.976,0.0,5.976,0.0,5.972,,,,,,,,,,,,,,,,,,,-68.368,-68.1711,-68.7946,-69.9756,-76.265,-74.203,-73.5481,-72.1065
2381,,0.1,5.968,0.2,5.972,0.0,5.976,0.2,5.98,0.1,5.976,0.0,5.976,0.2,5.972,0.2,5.976,,-0.1,5.964,0.0,5.968,-0.1,5.968,0.0,5.972,-0.1,5.96,0.2,5.976,0.0,5.964,0.3,5.964,,-68.368,-68.2039,-68.8603,-70.0084,-76.2976,-74.2685,-73.5808,-72.1393
2382,,0.2,5.964,0.0,5.972,0.4,5.972,-0.3,5.98,0.4,5.976,0.2,5.972,-0.2,5.972,0.1,5.976,,0.1,5.964,0.0,5.968,0.2,5.972,0.4,5.968,-0.1,5.96,0.1,5.976,0.2,5.964,0.0,5.968,,-68.4008,-68.2695,-68.893,-70.0739,-76.3304,-74.2685,-73.6136,-72.1721
2383,,-0.1,5.968,-0.1,5.972,0.0,5.976,0.0,5.976,0.0,5.976,0.0,5.972,0.0,5.972,0.1,5.976,,0.1,5.964,0.1,5.972,0.0,5.972,0.4,5.968,0.0,5.964,0.0,5.972,0.0,5.964,-0.1,5.968,,-68.4664,-68.3351,-68.9258,-70.1068,-76.3304,-74.3339,-73.6463,-72.2048
2384,,0.1,5.968,0.4,5.976,0.2,5.976,0.0,5.98,0.2,5.976,0.1,5.976,0.0,5.976,0.1,5.972,,0.0,5.964,-0.1,5.972,-0.1,5.968,-0.1,5.968,0.0,5.964,0.0,5.976,0.0,5.964,0.0,5.968,,-68.4992,-68.368,-68.9587,-70.1396,-76.3958,-74.3339,-73.679,-72.2704
2385,,0.3,5.968,0.3,5.976,0.2,5.972,0.0,5.98,0.1,5.976,0.1,5.972,-0.2,5.976,0.1,5.976,,0.1,5.964,0.4,5.972,0.0,5.972,0.0,5.968,0.0,5.96,0.0,5.976,0.1,5.964,0.1,5.968,,-68.5321,-68.368,-68.9915,-70.2052,-76.3958,-74.3667,-73.7118,-72.2704
2386,,-0.1,5.964,0.2,5.976,0.1,5.976,0.1,5.976,0.0,5.976,-0.1,5.976,-0.2,5.972,0.2,5.972,,0.1,5.964,-0.2,5.968,0.0,5.972,0.1,5.968,-0.2,5.96,0.1,5.972,0.1,5.96,0.1,5.968,,-68.5977,-68.4335,-69.0242,-70.2379,-76.4285,-74.4322,-73.7446,-72.336
2387,,-0.1,5.968,-0.1,5.976,-0.2,5.976,-0.1,5.98,0.1,5.972,0.3,5.972,-0.2,5.972,0.4,5.976,,0.1,5.964,-0.1,5.972,-0.1,5.972,0.1,5.968,0.1,5.964,0.1,5.972,0.0,5.964,0.1,5.968,,-68.6306,-68.4335,-69.0898,-70.3036,-76.4612,-74.4649,-73.81,-72.4015
2388,,0.1,5.964,0.1,5.972,-0.2,5.976,0.0,5.976,-0.2,5.976,0.0,5.976,0.1,5.972,0.0,5.976,,0.1,5.96,-0.1,5.968,0.0,5.972,0.0,5.968,0.0,5.96,-0.1,5.976,-0.1,5.964,0.2,5.964,,-68.6961,-68.5321,-69.1555,-70.3364,-76.494,-74.4976,-73.8427,-72.4015
2408,,0.2,5.964,0.0,5.972,0.2,5.976,-0.1,5.98,0.0,5.976,0.2,5.972,0.2,5.976,0.1,5.972,,,,,,,,,,,,,,,,,,,-69.5492,-69.3196,-70.0412,-71.2872,-77.1153,-75.1851,-74.5959,-73.1877
2409,,0.1,5.968,0.0,5.972,0.2,5.976,-0.2,5.976,0.1,5.976,0.1,5.972,-0.3,5.972,0.1,5.976,,,,,,,,,,,,,,,,,,,-69.5819,-69.3196,-70.0739,-71.32,-77.1481,-75.2506,-74.6286,-73.2533
2410,,0.0,5.968,-0.1,5.972,0.0,5.976,-0.2,5.976,-0.1,5.976,0.1,5.972,0.0,5.972,0.3,5.972,,-0.3,5.96,0.1,5.972,-0.1,5.968,0.1,5.968,0.0,5.96,0.0,5.976,0.2,5.964,0.0,5.964,,-69.6804,-69.3851,-70.1068,-71.3527,-77.1808,-75.2833,-74.6613,-73.2861
2411,,0.2,5.968,0.0,5.972,0.1,5.972,-0.1,5.976,0.0,5.976,-0.1,5.976,-0.1,5.976,0.1,5.972,,0.1,5.96,0.1,5.972,0.1,5.968,0.3,5.968,0.1,5.96,0.0,5.976,0.0,5.96,0.3,5.968,,-69.7132,-69.4179,-70.1396,-71.3854,-77.1808,-75.2833,-74.6941,-73.3188
2412,,-0.1,5.964,0.2,5.972,-0.1,5.976,-0.2,5.976,0.1,5.976,0.0,5.972,-0.4,5.972,0.2,5.976,,0.1,5.964,-0.1,5.968,-0.1,5.968,-0.2,5.968,-0.1,5.96,-0.1,5.976,-0.1,5.96,0.1,5.964,,-69.7459,-69.5164,-70.1724,-71.4183,-77.2135,-75.3159,-74.7268,-73.3514
2413,,-0.3,5.964,-0.1,5.976,0.2,5.976,0.0,5.976,0.1,5.976,-0.2,5.976,0.1,5.972,0.2,5.972,,0.2,5.964,-0.1,5.972,-0.1,5.972,-0.1,5.968,0.2,5.964,0.0,5.976,0.2,5.964,0.1,5.968,,-69.8116,-69.4836,-70.2379,-71.4839,-77.2462,-75.3487,-74.7268,-73.3514
2414,,0.0,5.968,-0.1,5.976,-0.1,5.972,-0.2,5.98,-0.1,5.976,-0.3,5.972,-0.1,5.976,0.1,5.972,,0.0,5.968,-0.1,5.972,0.1,5.968,0.1,5.968,0.1,5.964,0.2,5.976,0.2,5.964,0.0,5.968,,-69.8445,-69.5164,-70.2708,-71.5167,-77.2462,-75.3814,-74.7923,-73.4171
2415,,0.0,5.964,0.1,5.972,0.1,5.976,-0.1,5.976,0.2,5.972,-0.1,5.972,0.0,5.976,0.2,5.972,,0.1,5.964,0.2,5.972,-0.1,5.972,0.1,5.968,0.0,5.956,0.2,5.976,0.2,5.96,0.0,5.968,,-69.8116,-69.5492,-70.3036,-71.5494,-77.2462,-75.4142,-74.7923,-73.4498
2416,,0.4,5.968,0.0,5.972,-0.1,5.972,-0.1,5.98,0.2,5.972,-0.3,5.976,-0.1,5.972,0.0,5.972,,0.0,5.964,-0.2,5.972,0.2,5.972,0.0,5.972,0.0,5.96,-0.1,5.976,-0.1,5.96,0.0,5.968,,-69.9099,-69.6476,-70.3036,-71.5822,-77.2789,-75.4142,-74.825,-73.4826
2417,,0.2,5.964,0.5,5.972,0.4,5.976,-0.1,5.976,0.0,5.976,-0.1,5.972,0.0,5.972,-0.1,5.972,,0.1,5.96,-0.1,5.968,0.0,5.972,-0.2,5.972,0.1,5.96,-0.1,5.976,0.1,5.964,0.1,5.968,,-69.9429,-69.6148,-70.3691,-71.615,-77.3444,-75.4796,-74.8578,-73.5153
2418,,0.0,5.964,0.0,5.972,0.0,5.972,0.1,5.976,-0.1,5.972,0.3,5.972,-0.1,5.976,0.0,5.972,,0.2,5.964,0.1,5.972,-0.2,5.972,0.0,5.972,0.2,5.964,0.2,5.976,0.2,5.964,0.1,5.968,,-69.9756,-69.6476,-70.4019,-71.6478,-77.3116,-75.4796,-74.8905,-73.5481
2419,,0.0,5.968,-0.1,5.976,0.0,5.972,0.0,5.98,0.2,5.976,0.1,5.976,-0.2,5.972,0.2,5.976,,0.2,5.96,0.1,5.972,-0.2,5.972,-0.2,5.972,-0.1,5.96,0.3,5.976,0.1,5.96,-0.1,5.968,,-69.9429,-69.7459,-70.4347,-71.7132,-77.3444,-75.5451,-74.9233,-73.5808
2420,,0.1,5.964,0.1,5.972,0.1,5.976,-0.4,5.976,0.2,5.972,0.1,5.972,-0.3,5.976,0.2,5.972,,0.2,5.964,0.1,5.972,-0.2,5.972,0.1,5.968,0.0,5.96,0.2,5.976,0.1,5.968,0.1,5.968,,-70.0739,-69.7132,-70.4675,-71.7132,-77.377,-75.5451,-74.956,-73.5808
2421,,0.0,5.968,0.0,5.972,-0.1,5.972,0.0,5.976,-0.1,5.976,0.0,5.972,0.0,5.968,-0.1,5.976,,0.2,5.964,0.0,5.972,-0.1,5.972,-0.2,5.968,-0.2,5.964,0.2,5.976,0.2,5.96,0.0,5.968,,-70.0739,-69.8116,-70.5003,-71.7789,-77.4097,-75.5778,-74.956,-73.6136
2422,,0.1,5.968,-0.1,5.976,0.2,5.976,-0.1,5.98,-0.1,5.972,0.0,5.972,0.2,5.976,-0.1,5.976,,0.0,5.964,0.2,5.972,-0.2,5.972,0.1,5.972,-0.2,5.96,0.4,5.976,0.1,5.964,0.1,5.968,,-70.1396,-69.7459,-70.5331,-71.7789,-77.4424,-75.6106,-74.9886,-73.679
2423,,0.2,5.968,0.1,5.976,0.0,5.972,0.0,5.98,-0.1,5.976,-0.1,5.976,-0.4,5.972,0.1,5.972,,0.0,5.964,-0.1,5.968,-0.3,5.972,0.1,5.968,-0.1,5.96,0.1,5.976,0.1,5.96,-0.1,5.968,,-70.2052,-69.9099,-70.5987,-71.8116,-77.4424,-75.6432,-75.0541,-73.679
2424,,-0.4,5.968,-0.1,5.972,-0.3,5.976,-0.2,5.98,0.1,5.976,0.3,5.972,-0.1,5.976,0.3,5.976,,0.2,5.964,0.0,5.972,0.0,5.972,0.1,5.968,-0.2,5.96,0.1,5.976,0.0,5.96,0.0,5.968,,-70.1724,-69.9429,-70.6315,-71.8771,-77.4751,-75.6432,-75.0541,-73.7118
2473,,0.2,5.964,-0.1,5.968,-0.2,5.972,-0.1,5.976,0.0,5.972,0.2,5.972,0.0,5.972,0.2,5.972,,,,,,,,,,,,,,,,,,,-72.0083,-71.5167,-72.3032,-73.5481,-78.3252,-76.7882,-76.2976,-75.1196
2474,,-0.1,5.96,-0.1,5.972,-0.1,5.972,0.1,5.976,0.1,5.972,-0.1,5.972,-0.1,5.972,0.1,5.968,,,,,,,,,,,,,,,,,,,-72.0083,-71.4839,-72.336,-73.6136,-78.3578,-76.821,-76.2976,-75.1196
2475,,0.1,5.964,-0.1,5.968,-0.1,5.968,-0.1,5.976,0.1,5.972,-0.1,5.972,0.2,5.972,0.0,5.972,,0.3,5.96,0.1,5.968,0.0,5.972,0.1,5.968,-0.2,5.96,0.1,5.972,-0.1,5.96,0.2,5.964,,-72.0738,-71.5822,-72.3687,-73.6136,-78.3578,-76.821,-76.3304,-75.1523
2476,,0.2,5.964,-0.2,5.968,0.1,5.968,-0.1,5.976,0.1,5.976,0.1,5.972,0.0,5.972,0.1,5.972,,0.2,5.956,0.1,5.968,0.1,5.968,0.3,5.968,-0.1,5.956,0.1,5.972,0.1,5.96,0.1,5.964,,-72.0738,-71.5822,-72.3687,-73.6463,-78.3905,-76.8538,-76.3631,-75.1851
2477,,0.2,5.964,0.3,5.972,-0.1,5.968,0.0,5.972,0.1,5.976,0.0,5.968,-0.2,5.972,0.4,5.972,,0.2,5.964,0.0,5.968,-0.2,5.968,-0.1,5.968,-0.1,5.96,0.1,5.972,0.0,5.96,0.2,5.964,,-72.0083,-71.5822,-72.4343,-73.6463,-78.4231,-76.8865,-76.3631,-75.2179
2478,,0.0,5.964,0.0,5.968,0.0,5.972,-0.1,5.972,0.0,5.972,0.0,5.972,-0.2,5.972,0.0,5.972,,0.2,5.96,0.1,5.968,-0.1,5.968,-0.2,5.964,-0.1,5.96,0.1,5.972,0.0,5.964,-0.1,5.968,,-72.1721,-71.5822,-72.467,-73.679,-78.3905,-76.8865,-76.3958,-75.2179
